msbook,msnum,edition,vol,page
4v,895,pts1,2,90
4v,896,vp,90,198
4v,897,s1,6,309
4v,897,nd,4,173
4v,897,dy,6,273
4v,897,s3,6,340
4v,898,s1,6,310
4v,898,c1,4,215
4v,898,c2,4,215
4v,898,dy,6,274
4v,898,bj,5/1,384
4v,898,s3,6,341
4v,899,vp,90,199
4v,900,nd,4,174
4v,900,s3,6,342
4v,901,s1,6,311
4v,901,bj,5/1,386
4v,903,c1,4,216
4v,903,c2,4,216
4v,903,dy,6,275
4v,905,s1,6,312
4v,905,pts1,2,91
4v,905,s3,6,343
4v,905,vp,90,200
4v,907,bj,5/1,388
4v,908,s1,6,313
4v,908,c1,4,217
4v,908,nd,4,175
4v,908,c2,4,217
4v,908,dy,6,276
4v,908,s3,6,344
4v,911,,6,345
4v,911,vp,90,201
4v,912,bj,5/1,390
4v,913,s1,6,314
4v,913,dy,6,277
4v,914,pts1,2,92
4v,915,c1,4,218
4v,915,c2,4,218
4v,916,nd,4,176
4v,916,s3,6,346
4v,918,bj,5/1,392
4v,918,vp,90,202
4v,919,dy,6,278
4v,920,s1,6,315
4v,922,c1,4,219
4v,922,c2,4,219
4v,922,s3,6,347
4v,925,vp,90,203
4v,926,nd,4,177
4v,926,dy,6,279
4v,926,bj,5/1,394
4v,927,s1,6,316
4v,927,pts1,2,93
4v,928,s3,6,348
4v,932,c1,4,220
4v,932,c2,4,220
4v,935,vp,90,204
4v,936,s1,6,317
4v,936,nd,4,178
4v,936,dy,6,280
4v,936,bj,5/1,396
4v,936,s3,6,349
4v,937,s1,6,318
4v,937,c1,4,221
4v,937,c2,4,221
4v,937,dy,6,281
4v,937,bj,5/1,398
4v,937,pts1,2,94
4v,937,s3,6,350
4v,938,vp,90,205
4v,939,s1,6,319
4v,939,nd,4,179
4v,939,s3,6,351
4v,940,c1,4,222
4v,940,c2,4,222
4v,940,dy,6,282
4v,940,bj,5/1,400
4v,941,s1,6,320
4v,941,pts1,2,95
4v,941,s3,6,352
4v,941,vp,90,206
4v,942,c1,4,223
4v,942,nd,4,180
4v,942,c2,4,223
4v,942,dy,6,283
4v,942,bj,5/1,402
4v,942,s3,6,353
4v,943,s1,6,321
4v,944,,6,322
4v,944,c1,4,224
4v,944,c2,4,224
4v,944,dy,6,284
4v,944,bj,5/1,404
4v,944,pts1,2,96
4v,944,s3,6,354
4v,944,vp,90,207
4v,945,nd,4,181
4v,946,dy,6,285
4v,946,s3,6,355
4v,948,s1,6,323
4v,949,vp,90,208
4v,950,c1,4,225
4v,950,c2,4,225
4v,950,bj,5/1,406
4v,950,pts1,2,97
4v,950,s3,6,356
4v,952,dy,6,286
4v,953,s1,6,324
4v,953,nd,4,182
4v,955,c1,4,226
4v,955,c2,4,226
4v,955,bj,5/1,408
4v,955,s3,6,357
4v,955,vp,90,209
4v,957,dy,6,287
4v,959,s1,6,325
4v,959,nd,4,183
4v,959,bj,5/1,410
4v,959,s3,6,358
4v,960,s1,6,326
4v,960,c1,4,227
4v,960,c2,4,227
4v,960,dy,6,288
4v,960,pts1,2,98
4v,960,s3,6,359
4v,960,vp,90,210
4v,961,bj,5/1,412
4v,962,s1,6,327
4v,962,c1,4,228
4v,962,nd,4,184
4v,962,c2,4,228
4v,962,dy,6,289
4v,962,s3,6,360
4v,964,bj,5/1,414
4v,964,pts1,2,99
4v,964,vp,90,211
4v,966,s1,6,328
4v,966,s3,6,361
4v,967,c1,4,229
4v,967,c2,4,229
4v,967,dy,6,290
4v,967,bj,5/1,416
4v,968,nd,4,185
4v,968,vp,90,212
4v,969,pts1,2,100
4v,969,s3,6,362
4v,970,s1,6,329
4v,972,dy,6,291
4v,973,c1,4,230
4v,973,c2,4,230
4v,974,s1,6,330
4v,974,nd,4,186
4v,974,bj,5/1,418
4v,974,s3,6,363
4v,974,vp,90,213
4v,975,c1,4,231
4v,975,c2,4,231
4v,975,dy,6,292
4v,975,bj,5/1,420
4v,975,s3,6,364
4v,976,s1,6,331
4v,977,,6,332
4v,977,nd,4,187
4v,977,dy,6,293
4v,977,s3,6,365
4v,977,vp,90,214
4v,980,c1,4,232
4v,980,c2,4,232
4v,980,pts1,2,101
4v,981,s1,6,333
4v,981,,6,334
4v,981,c1,4,233
4v,981,nd,4,188
4v,981,c2,4,233
4v,981,dy,6,294
4v,981,,6,295
4v,981,bj,5/1,422
4v,981,,5/1,424
4v,981,s3,6,366
4v,981,,6,367
4v,981,vp,90,215
4v,983,s3,6,368
4v,984,vp,90,216
4v,986,s1,6,335
4v,986,pts1,2,102
4v,987,c1,4,234
4v,987,nd,4,189
4v,987,c2,4,234
4v,987,dy,6,296
4v,987,bj,5/1,426
4v,987,s3,6,369
4v,988,s1,6,336
4v,988,pts1,2,103
4v,988,vp,90,217
4v,989,dy,6,297
4v,989,bj,5/1,428
4v,989,s3,6,370
4v,990,c1,4,235
4v,990,c2,4,235
4v,991,s1,6,337
4v,991,nd,4,190
4v,992,dy,6,298
4v,992,s3,6,371
4v,992,vp,90,218
4v,993,c1,4,236
4v,993,c2,4,236
4v,993,bj,5/1,430
4v,994,s1,6,338
4v,994,s3,6,372
4v,995,dy,6,299
4v,996,nd,4,191
4v,996,vp,90,219
4v,997,s1,6,339
4v,998,bj,5/1,432
4v,998,s3,6,373
4v,999,c1,4,237
4v,999,c2,4,237
4v,999,dy,6,300
4v,1001,s1,6,340
4v,1001,s3,6,374
4v,1001,vp,90,220
4v,1002,bj,5/1,434
4v,1004,dy,6,301
4v,1005,c1,4,238
4v,1005,nd,4,192
4v,1005,c2,4,238
4v,1005,pts1,2,104
4v,1010,s1,7,1
4v,1010,,7,2
4v,1010,c1,4,239
4v,1010,nd,4,193
4v,1010,c2,4,239
4v,1010,dy,7,1
4v,1010,,7,2
4v,1010,bj,5/2,2
4v,1010,pts1,2,105
4v,1010,s3,7,1
4v,1010,,7,2
4v,1010,vp,90,221
4v,1011,s1,7,3
4v,1011,bj,5/2,4
4v,1011,vp,90,222
4v,1012,c1,4,240
4v,1012,nd,4,194
4v,1012,c2,4,240
4v,1012,s3,7,3
4v,1013,dy,7,3
4v,1013,pts1,2,106
4v,1014,s1,7,4
4v,1014,bj,5/2,6
4v,1015,s3,7,4
4v,1015,vp,90,223
4v,1017,c1,4,241
4v,1017,c2,4,241
4v,1018,dy,7,4
4v,1019,s1,7,5
4v,1019,nd,4,195
4v,1019,s3,7,5
4v,1021,s1,7,6
4v,1021,bj,5/2,8
4v,1021,s3,7,6
4v,1021,vp,90,224
4v,1022,c1,4,242
4v,1022,c2,4,242
4v,1022,dy,7,5
4v,1022,pts1,2,107
4v,1024,nd,4,196
4v,1024,bj,5/2,10
4v,1025,s1,7,7
4v,1025,s3,7,7
4v,1026,dy,7,6
4v,1026,vp,90,225
4v,1027,c1,4,243
4v,1027,c2,4,243
4v,1028,s1,7,8
4v,1028,pts1,2,108
4v,1028,s3,7,8
4v,1029,s1,7,9
4v,1029,nd,4,197
4v,1029,dy,7,7
4v,1029,bj,5/2,12
4v,1029,s3,7,9
4v,1031,c1,4,244
4v,1031,c2,4,244
4v,1031,vp,90,226
4v,1032,s1,7,10
4v,1032,dy,7,8
4v,1032,bj,5/2,14
4v,1032,pts1,2,109
4v,1032,s3,7,10
4v,1033,nd,4,198
4v,1034,c1,4,245
4v,1034,c2,4,245
4v,1034,s3,7,11
4v,1035,s1,7,11
4v,1035,dy,7,9
4v,1035,pts1,2,110
4v,1035,vp,90,227
4v,1036,bj,5/2,16
4v,1037,s3,7,12
4v,1040,s1,7,12
4v,1040,nd,4,199
4v,1041,vp,90,228
4v,1042,c1,4,246
4v,1042,c2,4,246
4v,1042,dy,7,10
4v,1043,s1,7,13
4v,1043,bj,5/2,18
4v,1043,pts1,2,111
4v,1043,s3,7,13
4v,1044,s1,7,14
4v,1044,nd,4,200
4v,1044,dy,7,11
4v,1044,s3,7,14
4v,1045,s1,7,15
4v,1045,c1,4,247
4v,1045,c2,4,247
4v,1045,dy,7,12
4v,1045,bj,5/2,20
4v,1045,s3,7,15
4v,1045,vp,90,229
4v,1047,s1,7,16
4v,1047,c1,4,248
4v,1047,nd,4,201
4v,1047,c2,4,248
4v,1047,bj,5/2,22
4v,1047,pts1,2,112
4v,1047,s3,7,16
4v,1048,dy,7,13
4v,1048,s3,7,17
4v,1048,vp,90,230
4v,1050,s1,7,17
4v,1050,pts1,2,113
4v,1051,nd,4,202
4v,1051,dy,7,14
4v,1051,bj,5/2,24
4v,1051,s3,7,18
4v,1052,c1,4,249
4v,1052,c2,4,249
4v,1053,s1,7,18
4v,1053,vp,90,231
4v,1055,s3,7,19
4v,1057,dy,7,15
4v,1057,bj,5/2,26
4v,1058,s1,7,19
4v,1058,c1,4,250
4v,1058,nd,4,203
4v,1058,c2,4,250
4v,1058,pts1,2,114
4v,1058,s3,7,20
4v,1059,vp,90,232
4v,1060,bj,5/2,28
4v,1061,dy,7,16
4v,1062,s1,7,20
4v,1063,s3,7,21
4v,1065,c1,4,251
4v,1065,c2,4,251
4v,1066,bj,5/2,30
4v,1066,pts1,2,115
4v,1066,vp,90,233
4v,1067,s1,7,21
4v,1067,nd,4,204
4v,1067,dy,7,17
4v,1067,s3,7,22
4v,1070,,7,23
4v,1071,s1,7,22
4v,1071,c1,4,252
4v,1071,c2,4,252
4v,1071,dy,7,18
4v,1071,bj,5/2,32
4v,1072,pts1,2,116
4v,1072,vp,90,234
4v,1073,s1,7,23
4v,1073,nd,4,205
4v,1073,bj,5/2,34
4v,1073,s3,7,24
4v,1074,c1,4,253
4v,1074,c2,4,253
4v,1075,dy,7,19
4v,1076,s3,7,25
4v,1077,vp,90,235
4v,1078,s1,7,24
4v,1078,bj,5/2,36
4v,1079,pts1,2,117
4v,1080,nd,4,206
4v,1081,s1,7,25
4v,1081,c1,4,254
4v,1081,c2,4,254
4v,1081,dy,7,20
4v,1081,bj,5/2,38
4v,1081,s3,7,26
4v,1082,,7,27
4v,1082,vp,90,236
4v,1084,s1,7,26
4v,1084,nd,4,207
4v,1084,dy,7,21
4v,1084,pts1,2,118
4v,1086,c1,4,255
4v,1086,c2,4,255
4v,1086,s3,7,28
4v,1087,s1,7,27
4v,1087,,7,28
4v,1087,c1,4,256
4v,1087,nd,4,208
4v,1087,c2,4,256
4v,1087,dy,7,22
4v,1087,bj,5/2,40
4v,1087,,5/2,42
4v,1087,pts1,2,119
4v,1087,s3,7,29
4v,1087,vp,90,237
4v,1089,s1,7,29
4v,1089,dy,7,23
4v,1089,s3,7,30
4v,1089,vp,90,238
4v,1090,nd,4,209
4v,1090,bj,5/2,44
4v,1090,pts1,2,120
4v,1090,s3,7,31
4v,1091,c1,4,257
4v,1091,c2,4,257
4v,1091,dy,7,24
4v,1092,s1,7,30
4v,1092,bj,5/2,46
4v,1092,s3,7,32
4v,1092,vp,90,239
4v,1093,s1,7,31
4v,1093,c1,4,258
4v,1093,nd,4,210
4v,1093,c2,4,258
4v,1093,dy,7,25
4v,1093,s3,7,33
4v,1094,s1,7,32
4v,1094,dy,7,26
4v,1094,bj,5/2,48
4v,1094,pts1,2,121
4v,1094,s3,7,34
4v,1094,vp,90,240
4v,1095,c1,4,259
4v,1095,nd,4,211
4v,1095,c2,4,259
4v,1095,bj,5/2,50
4v,1095,s3,7,35
4v,1096,s1,7,33
4v,1096,dy,7,27
4v,1096,pts1,2,122
4v,1098,s1,7,34
4v,1098,bj,5/2,52
4v,1098,s3,7,36
4v,1098,vp,90,241
4v,1099,nd,4,212
4v,1099,dy,7,28
4v,1100,c1,4,260
4v,1100,c2,4,260
4v,1100,s3,7,37
4v,1101,s1,7,35
4v,1101,bj,5/2,54
4v,1103,dy,7,29
4v,1103,pts1,2,123
4v,1103,s3,7,38
4v,1103,vp,90,242
4v,1104,c1,4,261
4v,1104,c2,4,261
4v,1105,s1,7,36
4v,1105,nd,4,213
4v,1105,bj,5/2,56
4v,1106,s3,7,39
4v,1108,dy,7,30
4v,1109,pts1,2,124
4v,1109,vp,90,243
4v,1110,s1,7,37
4v,1111,c1,4,262
4v,1111,c2,4,262
4v,1111,bj,5/2,58
4v,1111,s3,7,40
4v,1112,s1,7,38
4v,1112,nd,4,214
4v,1112,dy,7,31
4v,1112,s3,7,41
4v,1112,vp,90,244
4v,1113,bj,5/2,60
4v,1113,pts1,2,125
4v,1114,s1,7,39
4v,1114,c1,4,263
4v,1114,c2,4,263
4v,1114,dy,7,32
4v,1114,s3,7,42
4v,1115,nd,4,215
4v,1115,bj,5/2,62
4v,1115,s3,7,43
4v,1116,s1,7,40
4v,1117,vp,90,245
4v,1118,dy,7,33
4v,1119,c1,4,264
4v,1119,c2,4,264
4v,1119,pts1,2,126
4v,1119,s3,7,44
4v,1120,s1,7,41
4v,1120,bj,5/2,64
4v,1121,s1,7,42
4v,1121,c1,4,265
4v,1121,nd,4,216
4v,1121,c2,4,265
4v,1121,dy,7,34
4v,1121,pts1,2,127
4v,1121,s3,7,45
4v,1121,vp,90,246
4v,1123,bj,5/2,66
4v,1123,s3,7,46
4v,1124,dy,7,35
4v,1125,s1,7,43
4v,1125,,7,44
4v,1125,c1,4,266
4v,1125,nd,4,217
4v,1125,c2,4,266
4v,1125,dy,7,36
4v,1125,bj,5/2,68
4v,1125,pts1,2,128
4v,1125,s3,7,47
4v,1125,vp,90,247
4v,1126,bj,5/2,70
4v,1126,s3,7,48
4v,1127,s1,7,45
4v,1127,c1,4,267
4v,1127,nd,4,218
4v,1127,c2,4,267
4v,1127,dy,7,37
4v,1127,s3,7,49
4v,1127,vp,90,248
4v,1128,bj,5/2,72
4v,1128,pts1,2,129
4v,1129,s1,7,46
4v,1129,c1,4,268
4v,1129,c2,4,268
4v,1129,dy,7,38
4v,1129,s3,7,50
4v,1132,s1,7,47
4v,1132,nd,4,219
4v,1132,bj,5/2,74
4v,1132,s3,7,51
4v,1132,vp,90,249
4v,1133,dy,7,39
4v,1133,pts1,2,130
4v,1135,c1,4,269
4v,1135,c2,4,269
4v,1135,s3,7,52
4v,1136,s1,7,48
4v,1136,vp,90,250
4v,1137,bj,5/2,76
4v,1138,nd,4,220
4v,1138,dy,7,40
4v,1138,pts1,2,131
4v,1138,s3,7,53
4v,1139,s1,7,49
4v,1140,c1,4,270
4v,1140,c2,4,270
4v,1141,s1,7,50
4v,1141,nd,4,221
4v,1141,dy,7,41
4v,1141,bj,5/2,78
4v,1141,s3,7,54
4v,1141,vp,90,251
4v,1142,pts1,2,132
4v,1143,bj,5/2,80
4v,1143,s3,7,55
4v,1144,c1,4,271
4v,1144,c2,4,271
4v,1145,dy,7,42
4v,1146,s1,7,51
4v,1146,vp,90,252
4v,1147,nd,4,222
4v,1147,s3,7,56
4v,1150,s1,7,52
4v,1150,c1,4,272
4v,1150,c2,4,272
4v,1150,dy,7,43
4v,1150,bj,5/2,82
4v,1150,s3,7,57
4v,1151,vp,90,253
4v,1154,s1,7,53
4v,1154,nd,4,223
4v,1154,dy,7,44
4v,1154,s3,7,58
4v,1155,c1,4,273
4v,1155,c2,4,273
4v,1155,bj,5/2,84
4v,1155,pts1,2,133
4v,1156,s1,7,54
4v,1156,dy,7,45
4v,1156,s3,7,59
4v,1156,vp,90,254
4v,1157,bj,5/2,86
4v,1158,s1,7,55
4v,1158,c1,4,274
4v,1158,nd,4,224
4v,1158,c2,4,274
4v,1158,s3,7,60
4v,1159,pts1,2,134
4v,1160,dy,7,46
4v,1160,vp,90,255
4v,1161,s1,7,56
4v,1161,bj,5/2,88
4v,1161,s3,7,61
4v,1163,c1,4,275
4v,1163,c2,4,275
4v,1165,nd,4,225
4v,1166,s1,7,57
4v,1166,dy,7,47
4v,1166,s3,7,62
4v,1167,bj,5/2,90
4v,1167,pts1,2,135
4v,1167,vp,90,256
4v,1169,c1,4,276
4v,1169,c2,4,276
4v,1169,s3,7,63
4v,1170,s1,7,58
4v,1170,dy,7,48
4v,1172,bj,5/2,92
4v,1173,s1,7,59
4v,1173,nd,4,226
4v,1173,pts1,2,136
4v,1173,s3,7,64
4v,1173,vp,90,257
4v,1174,c1,4,277
4v,1174,c2,4,277
4v,1174,dy,7,49
4v,1175,bj,5/2,94
4v,1175,s3,7,65
4v,1176,s1,7,60
4v,1177,dy,7,50
4v,1178,nd,4,227
4v,1178,pts1,2,137
4v,1178,s3,7,66
4v,1178,vp,90,258
4v,1179,s1,7,61
4v,1179,c1,4,278
4v,1179,c2,4,278
4v,1179,bj,5/2,96
4v,1181,s3,7,67
4v,1182,dy,7,51
4v,1183,bj,5/2,98
4v,1184,s1,7,62
4v,1184,vp,90,259
4v,1185,pts1,2,138
4v,1186,c1,4,279
4v,1186,nd,4,228
4v,1186,c2,4,279
4v,1186,s3,7,68
4v,1187,dy,7,52
4v,1188,s1,7,63
4v,1189,s3,7,69
4v,1190,bj,5/2,100
4v,1190,vp,90,260
4v,1192,s1,7,64
4v,1192,c1,4,280
4v,1192,nd,4,229
4v,1192,c2,4,280
4v,1192,dy,7,53
4v,1192,pts1,2,139
4v,1192,s3,7,70
4v,1193,s1,7,65
4v,1193,bj,5/2,102
4v,1194,dy,7,54
4v,1194,s3,7,71
4v,1194,vp,90,261
4v,1195,c1,4,281
4v,1195,c2,4,281
4v,1196,nd,4,230
4v,1197,bj,5/2,104
4v,1197,pts1,2,140
4v,1197,s3,7,72
4v,1198,s1,7,66
4v,1198,dy,7,55
4v,1199,vp,90,262
4v,1200,s1,7,67
4v,1200,c1,4,282
4v,1200,c2,4,282
4v,1200,s3,7,73
4v,1201,nd,4,231
4v,1201,dy,7,56
4v,1201,bj,5/2,106
4v,1201,pts1,2,141
4v,1202,s1,7,68
4v,1202,c1,4,283
4v,1202,c2,4,283
4v,1202,dy,7,57
4v,1202,bj,5/2,108
4v,1202,s3,7,74
4v,1202,,7,75
4v,1202,vp,90,263
4v,1203,s1,7,69
4v,1203,,7,70
4v,1203,c1,4,284
4v,1203,nd,4,232
4v,1203,c2,4,284
4v,1203,dy,7,58
4v,1203,bj,5/2,110
4v,1203,,5/2,112
4v,1203,pts1,2,142
4v,1203,s3,7,76
4v,1203,vp,90,264
4v,1204,s1,7,71
4v,1204,,7,72
4v,1204,c1,4,285
4v,1204,nd,4,233
4v,1204,c2,4,285
4v,1204,dy,7,59
4v,1204,bj,5/2,114
4v,1204,s3,7,77
4v,1204,,7,78
4v,1205,dy,7,60
4v,1205,pts1,2,143
4v,1205,vp,90,265
4v,1208,nd,4,234
4v,1208,bj,5/2,116
4v,1208,s3,7,79
4v,1212,s1,7,73
4v,1213,c1,4,286
4v,1213,c2,4,286
4v,1213,dy,7,61
4v,1214,vp,90,266
4v,1216,bj,5/2,118
4v,1217,s3,7,80
4v,1218,nd,4,235
4v,1220,s1,7,74
4v,1221,dy,7,62
4v,1224,pts1,2,144
4v,1224,vp,90,267
4v,1225,s3,7,81
4v,1226,c1,4,287
4v,1226,c2,4,287
4v,1227,bj,5/2,120
4v,1229,nd,4,236
4v,1230,s1,7,75
4v,1230,dy,7,63
4v,1234,s3,7,82
4v,1234,vp,90,268
4v,1235,bj,5/2,122
4v,1239,c1,4,288
4v,1239,nd,4,237
4v,1239,c2,4,288
4v,1239,dy,7,64
4v,1240,s1,7,76
4v,1243,bj,5/2,124
4v,1243,s3,7,83
4v,1244,vp,90,269
4v,1245,pts1,2,145
4v,1247,dy,7,65
4v,1249,s1,7,77
4v,1249,nd,4,238
4v,1252,c1,4,289
4v,1252,c2,4,289
4v,1252,s3,7,84
4v,1253,bj,5/2,126
4v,1254,vp,90,270
4v,1256,dy,7,66
4v,1259,s1,7,78
4v,1259,s1,7,79
4v,1259,c1,4,290
4v,1259,nd,4,239
4v,1259,c2,4,290
4v,1259,dy,7,67
4v,1259,,7,68
4v,1259,bj,5/2,128
4v,1259,pts1,2,146
4v,1259,s3,7,85
4v,1259,,7,86
4v,1259,vp,90,271
4v,1259,,90,272
4v,1260,c1,4,291
4v,1260,nd,4,240
4v,1260,c2,4,291
4v,1260,bj,5/2,130
4v,1260,pts1,2,147
4v,1260,s3,7,87
4v,1261,s1,7,80
4v,1261,dy,7,69
4v,1264,c1,4,292
4v,1264,c2,4,292
4v,1264,s3,7,88
4v,1264,vp,90,273
4v,1265,bj,5/2,132
4v,1266,pts1,2,148
4v,1267,s1,7,81
4v,1269,nd,4,241
4v,1269,dy,7,70
4v,1269,s3,7,89
4v,1270,s1,7,82
4v,1271,c1,4,293
4v,1271,c2,4,293
4v,1271,bj,5/2,134
4v,1271,vp,90,274
4v,1273,dy,7,71
4v,1273,pts1,2,149
4v,1273,s3,7,90
4v,1274,nd,4,242
4v,1275,s1,7,83
4v,1275,bj,5/2,136
4v,1276,c1,4,294
4v,1276,c2,4,294
4v,1276,s3,7,91
4v,1276,vp,90,275
4v,1278,s1,7,84
4v,1278,dy,7,72
4v,1278,bj,5/2,138
4v,1278,s3,7,92
4v,1279,nd,4,243
4v,1279,pts1,2,150
4v,1280,c1,4,295
4v,1280,c2,4,295
4v,1281,s1,7,85
4v,1281,dy,7,73
4v,1281,vp,90,276
4v,1282,bj,5/2,140
4v,1282,s3,7,93
4v,1284,s1,7,86
4v,1284,c1,4,296
4v,1284,nd,4,244
4v,1284,c2,4,296
4v,1284,dy,7,74
4v,1284,s3,7,94
4v,1286,bj,5/2,142
4v,1286,pts1,2,151
4v,1286,vp,90,277
4v,1287,s3,7,95
4v,1288,s1,7,87
4v,1288,dy,7,75
4v,1289,c1,4,297
4v,1289,c2,4,297
4v,1289,bj,5/2,144
4v,1290,s1,7,88
4v,1290,nd,4,245
4v,1290,s3,7,96
4v,1290,vp,90,278
4v,1291,dy,7,76
4v,1291,pts1,2,152
4v,1292,bj,5/2,146
4v,1293,s1,7,89
4v,1293,c1,4,298
4v,1293,c2,4,298
4v,1293,s3,7,97
4v,1295,nd,4,246
4v,1295,dy,7,77
4v,1295,bj,5/2,148
4v,1295,vp,90,279
4v,1297,s3,7,98
4v,1298,s1,7,90
4v,1298,pts1,2,153
4v,1300,c1,4,299
4v,1300,nd,4,247
4v,1300,c2,4,299
4v,1300,dy,7,78
4v,1300,bj,5/2,150
4v,1300,s3,7,99
4v,1300,vp,90,280
4v,1301,s1,7,91
4v,1301,bj,5/2,152
4v,1302,s1,7,92
4v,1302,c1,4,300
4v,1302,c2,4,300
4v,1302,dy,7,79
4v,1302,s3,7,100
4v,1303,bj,5/2,154
4v,1303,pts1,2,154
4v,1303,vp,90,281
4v,1304,s1,7,93
4v,1304,nd,4,248
4v,1304,dy,7,80
4v,1304,s3,7,101
4v,1305,c1,4,301
4v,1305,c2,4,301
4v,1305,bj,5/2,156
4v,1305,s3,7,102
4v,1306,dy,7,81
4v,1306,vp,90,282
4v,1308,s1,7,94
4v,1308,c1,4,302
4v,1308,nd,4,249
4v,1308,c2,4,302
4v,1308,dy,7,82
4v,1308,bj,5/2,158
4v,1308,pts1,2,155
4v,1308,s3,7,103
4v,1309,s1,7,95
4v,1309,,7,96
4v,1309,nd,4,250
4v,1309,dy,7,83
4v,1309,bj,5/2,160
4v,1309,s3,7,104
4v,1309,vp,90,283
4v,1310,c1,4,303
4v,1310,c2,4,303
4v,1310,dy,7,84
4v,1310,pts1,2,156
4v,1310,s3,7,105
4v,1313,vp,90,284
4v,1316,s1,7,97
4v,1316,c1,4,304
4v,1316,c2,4,304
4v,1316,dy,7,85
4v,1316,bj,5/2,162
4v,1316,s3,7,106
4v,1319,s1,7,98
4v,1319,nd,4,251
4v,1319,dy,7,86
4v,1319,bj,5/2,164
4v,1319,pts1,2,157
4v,1319,s3,7,107
4v,1319,vp,90,285
4v,1320,c1,4,305
4v,1320,c2,4,305
4v,1320,s3,7,108
4v,1321,s1,7,99
4v,1323,nd,4,252
4v,1323,dy,7,87
4v,1323,s3,7,109
4v,1323,vp,90,286
4v,1324,s1,7,100
4v,1324,c1,4,306
4v,1324,c2,4,306
4v,1324,bj,5/2,166
4v,1324,pts1,2,158
4v,1325,dy,7,88
4v,1325,s3,7,110
4v,1326,s1,7,101
4v,1327,c1,4,307
4v,1327,nd,4,253
4v,1327,c2,4,307
4v,1327,bj,5/2,168
4v,1327,pts1,2,159
4v,1327,s3,7,111
4v,1327,vp,90,287
4v,1328,s1,7,102
4v,1328,dy,7,89
4v,1329,s3,7,112
4v,1330,s1,7,103
4v,1330,c1,4,308
4v,1330,nd,4,254
4v,1330,c2,4,308
4v,1330,dy,7,90
4v,1330,bj,5/2,170
4v,1330,pts1,2,160
4v,1330,s3,7,113
4v,1330,vp,90,288
4v,1333,dy,7,91
4v,1333,bj,5/2,172
4v,1334,s1,7,104
4v,1335,c1,4,309
4v,1335,c2,4,309
4v,1335,s3,7,114
4v,1335,vp,90,289
4v,1336,s1,7,105
4v,1336,nd,4,255
4v,1336,dy,7,92
4v,1336,bj,5/2,174
4v,1336,pts1,2,161
4v,1336,s3,7,115
4v,1337,s1,7,106
4v,1337,c1,4,310
4v,1337,nd,4,256
4v,1337,c2,4,310
4v,1337,bj,5/2,176
4v,1337,s3,7,116
4v,1337,vp,90,290
4v,1338,dy,7,93
4v,1339,c1,4,311
4v,1339,c2,4,311
4v,1340,s1,7,107
4v,1341,pts1,2,162
4v,1341,s3,7,117
4v,1342,dy,7,94
4v,1342,bj,5/2,178
4v,1342,vp,90,291
4v,1344,s1,7,108
4v,1344,nd,4,257
4v,1344,s3,7,118
4v,1345,c1,4,312
4v,1345,c2,4,312
4v,1346,dy,7,95
4v,1346,bj,5/2,180
4v,1347,s1,7,109
4v,1347,c1,4,313
4v,1347,nd,4,258
4v,1347,c2,4,313
4v,1347,dy,7,96
4v,1347,pts1,2,163
4v,1347,s3,7,119
4v,1347,,7,120
4v,1347,vp,90,292
4v,1348,s1,7,110
4v,1348,bj,5/2,182
4v,1349,vp,90,293
4v,1350,nd,4,259
4v,1350,dy,7,97
4v,1350,pts1,2,164
4v,1350,s3,7,121
4v,1351,s1,7,111
4v,1351,c1,4,314
4v,1351,c2,4,314
4v,1351,bj,5/2,184
4v,1353,s3,7,122
4v,1355,dy,7,98
4v,1355,vp,90,294
4v,1356,s1,7,112
4v,1358,pts1,2,165
4v,1359,c1,4,315
4v,1359,nd,4,260
4v,1359,c2,4,315
4v,1359,bj,5/2,186
4v,1359,s3,7,123
4v,1360,s1,7,113
4v,1360,dy,7,99
4v,1360,vp,90,295
4v,1361,c1,4,316
4v,1361,c2,4,316
4v,1361,bj,5/2,188
4v,1361,s3,7,124
4v,1362,pts1,2,166
4v,1363,s1,7,114
4v,1363,nd,4,261
4v,1364,s1,7,115
4v,1364,dy,7,100
4v,1364,bj,5/2,190
4v,1364,s3,7,125
4v,1364,vp,90,296
4v,1365,c1,4,317
4v,1365,nd,4,262
4v,1365,c2,4,317
4v,1365,s3,7,126
4v,1366,dy,7,101
4v,1366,pts1,2,167
4v,1368,bj,5/2,192
4v,1369,s1,7,116
4v,1370,s3,7,127
4v,1371,dy,7,102
4v,1371,vp,90,297
4v,1372,c1,4,318
4v,1372,c2,4,318
4v,1372,bj,5/2,194
4v,1373,s1,7,117
4v,1373,nd,4,263
4v,1373,s3,7,128
4v,1376,dy,7,103
4v,1376,bj,5/2,196
4v,1376,pts1,2,168
4v,1376,vp,90,298
4v,1377,s1,7,118
4v,1377,c1,4,319
4v,1377,nd,4,264
4v,1377,c2,4,319
4v,1377,s3,7,129
4v,1378,s1,7,119
4v,1378,dy,7,104
4v,1378,bj,5/2,198
4v,1378,pts1,2,169
4v,1378,s3,7,130
4v,1380,c1,4,320
4v,1380,c2,4,320
4v,1380,dy,7,105
4v,1380,bj,5/2,200
4v,1380,s3,7,131
4v,1380,vp,90,299
4v,1381,s1,7,120
4v,1381,nd,4,265
4v,1383,dy,7,106
4v,1383,pts1,2,170
4v,1383,s3,7,132
4v,1384,s1,7,121
4v,1384,c1,4,321
